Department,LPO NO,Check,x,NAME OF THE SUPPLIER, AMOUNT ,Date,TENDER NO.
MC,10761,10761,TRUE,Psychological Health Services,"732,000.00",22-Mar-2022,CONTRACT
HCDA,10762,10762,TRUE,Toyota Kenya Limited,"15,101.00",24-Mar-2022,CONTRACT
,Missing,10763,FALSE,,,0-Jan-1900,
,Missing,10764,FALSE,,,0-Jan-1900,
MC,10765,10765,TRUE,PineHill Consulting Limited,"708,000.00",22-Mar-2022,CONTRACT
Legal,10766,10766,TRUE,Mundui Murai Advocates,"200,000.00",28-Mar-2022,RBA/RFQ/LEGALSERVICES/613/1494/2022
,Missing,10767,FALSE,,,0-Jan-1900,
ICT,10768,10768,TRUE,Tandie Enterprises,"138,000.00",25-Mar-2022,RBA/RFQ/ANTI-VIRUS/613/1501/2022
Legal,10769,10769,TRUE,Kimitei Nthenge & Co Advocates,"197,500.00",29-Mar-2022,RBA/RFQ/LEGALSERVICES/613/1497/2022
CC,10770,10770,TRUE,Nation Media Group,"216,920.00",25-Mar-2022,RBA/DP/ADVERT/613/1509/2022
CC,10771,10771,TRUE,Standard Group PLC,"216,920.00",25-Mar-2022,RBA/DP/ADVERT/613/1508/2022
HCDA,10772,10772,TRUE,Boss Customz Limited,"332,713.40",29-Mar-2022,RBA/RFQ/REFURBVAN/613/1487/2022
MC,10773,10773,TRUE,Mwingi Parkside Motel Ltd,"96,000.00",3-Aug-2022,RBA/RFQ/CONFERENCE/1494/2022
MC,10774,10774,TRUE,The Kyaka Hotel,"114,000.00",3-Oct-2022,FRAMEWORK
HCDA,10775,10775,TRUE,Raphame Services,"16,500.00",31-Mar-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10776,10776,TRUE,Sir Kobi Ventures Ltd,"38,430.00",31-Mar-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10777,10777,TRUE,Centauri Merchants,"76,560.00",31-Mar-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10778,10778,TRUE,Maypam Enterprises Ltd,"21,143.40",31-Mar-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10779,10779,TRUE,Savinet Company Ltd,"2,750.00",31-Mar-2022,RBA/TENDER/STATIONERY/613/1453/2021
CC,10780,10780,TRUE,Government Advertising Agency,"180,757.50",30-Mar-2022,RBA/DP/ADVERT/613/30/3/2022
,10781,10781,TRUE,Hilton Hotel Nairobi,"390,000.00",31-Mar-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
ICT,10782,10782,TRUE,Computerways Limited,"61,180.00",4-Apr-2022,RBA/DP/CABINETRELOCATION/613/1502/2022
HCDA,10783,10783,TRUE,Sarova Panafric Hotel,"19,800.00",4-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,10784,10784,TRUE,Toyota Kenya Limited,"30,062.00",4-Apr-2022,
,Missing,10785,FALSE,,,0-Jan-1900,
HCDA,10786,10786,TRUE,Public Service Club,"1,348,400.00",0-Jan-1900,
,Missing,10787,FALSE,,,0-Jan-1900,
,Missing,10788,FALSE,,,0-Jan-1900,
Procurement,10789,10789,TRUE,Sarova Stanley Hotel,"462,000.00",4-May-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,10790,10790,TRUE,Lake Naivasha Resort,"76,500.00",4-Jun-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Procurement,10791,10791,TRUE,Kenya Institute of Supplies Management,"155,172",4-Jun-2022,
HCDA,10792,10792,TRUE,Reeziky Merchants,"189,641.00",4-Jul-2022,
HCDA,10793,10793,TRUE,Reeziky Merchants,"76,851.00",4-Jul-2022,
MC,10794,10794,TRUE,PineHill Consulting Limited,"780,000.00",4-Nov-2022,RBA/RFP/CONSED/613/1122/2020
Research,10795,10795,TRUE,Rex Kiosk,"21,840.00",4-Dec-2022,
Executive,10796,10796,TRUE,KEBS,"350,320.00",4-Nov-2022,
,Missing,10797,FALSE,,,0-Jan-1900,
Legal,10798,10798,TRUE,Karanu Kanai & Co. Advocates,"150,000.00",4-Nov-2022,RBA/RFQ/LEGALSERVICES/613/1506/2022
Legal,10799,10799,TRUE,Sarova Whitesands Beach resort,"642,000.00",4-Nov-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Research,10800,10800,TRUE,Machakos University,"100,200.00",27-Aug-2021,RBA/RFQ/CONFERENCE/613/1366/2021
Airticket,10801,10801,TRUE,Premier Safaris," 44,745.00 ",24-Mar-2022,RBA/EP/AIRTICKETS/613/210/2020
,Missing,10802,FALSE,,,0-Jan-1900,
Airticket,10803,10803,TRUE,Nefrima Travels Ltd," 18,635.00 ",28-Mar-2022,RBA/EP/AIRTICKETS/613/209/2020
Airticket,10804,10804,TRUE,Boma Travels Ltd," 47,200.00 ",28-Mar-2022,RBA/EP/AIRTICKETS/613/208/2020
Airticket,10805,10805,TRUE,African Touch Safaris Ltd.," 64,000.00 ",29-Mar-2022,RBA/EP/AIRTICKETS/613/207/2020
Airticket,10806,10806,TRUE,Real Edge Africa Limited," 50,220.00 ",30-Mar-2022,RBA/EP/AIRTICKETS/613/206/2020
Airticket,10807,10807,TRUE,African Touch Safaris Ltd.," 99,200.00 ",30-Mar-2022,RBA/EP/AIRTICKETS/613/205/2020
Airticket,10808,10808,TRUE,Rosma Travels Ltd," 230,980.00 ",30-Mar-2022,RBA/EP/AIRTICKETS/613/204/2020
Airticket,10809,10809,TRUE,Kenya Airways ," 25,295.00 ",4-Feb-2022,RBA/EP/AIRTICKETS/613/203/2020
Airticket,10810,10810,TRUE,Granite Travel Limited," 150,400.00 ",21-Apr-2022,RBA/EP/AIRTICKETS/613/202/2020
Airticket,10811,10811,TRUE,Rosma Travels Ltd," 230,980.00 ",21-Apr-2022,RBA/EP/AIRTICKETS/613/201/2020
Airticket,10812,10812,TRUE,Silver Africa Tours," 88,200.00 ",5-Sep-2022,RBA/EP/AIRTICKETS/613/200/2020
Airticket,10813,10813,TRUE,Primate Tours and Travel," 46,990.00 ",5-Sep-2022,RBA/EP/AIRTICKETS/613/199/2020
,Missing,10814,FALSE,,,0-Jan-1900,
Airticket,10815,10815,TRUE,Best Buy Travels Solutions," 38,500.00 ",5-Oct-2022,RBA/EP/AIRTICKETS/613/198/2020
Airticket,10816,10816,TRUE,Rosma Travels Ltd," 296,520.00 ",5-Oct-2022,RBA/EP/AIRTICKETS/613/197/2020
Airticket,10817,10817,TRUE,African Touch Safaris Ltd.," 250,060.00 ",5-Oct-2022,RBA/EP/AIRTICKETS/613/196/2020
,Missing,10818,FALSE,,,0-Jan-1900,
,Missing,10819,FALSE,,,0-Jan-1900,
,Missing,10820,FALSE,,,0-Jan-1900,
,Missing,10821,FALSE,,,0-Jan-1900,
,Missing,10822,FALSE,,,0-Jan-1900,
,Missing,10823,FALSE,,,0-Jan-1900,
,Missing,10824,FALSE,,,0-Jan-1900,
,Missing,10825,FALSE,,,0-Jan-1900,
Airticket,10826,10826,TRUE,Silver Africa Tours," 32,400.00 ",17-May-2022,RBA/EP/AIRTICKETS/613/195/2020
Airticket,10827,10827,TRUE,Ragwa Travels Limited," 458,725.00 ",17-May-2022,RBA/EP/AIRTICKETS/613/194/2020
Airticket,10828,10828,TRUE,Premier Safaris," 42,690.00 ",17-May-2022,RBA/EP/AIRTICKETS/613/193/2020
Airticket,10829,10829,TRUE,Rosma Travels Ltd," 230,980.00 ",30-May-2022,RBA/EP/AIRTICKETS/613/192/2020
Airticket,10830,10830,TRUE,Ragwa Travels Limited," 556,000.00 ",30-May-2022,RBA/EP/AIRTICKETS/613/191/2020
Airticket,10831,10831,TRUE,Magical Holidays Ltd," 77,700.00 ",30-May-2022,RBA/EP/AIRTICKETS/613/190/2020
Airticket,10832,10832,TRUE,Granite Travel Limited," 28,960.00 ",30-May-2022,RBA/EP/AIRTICKETS/613/189/2020
Airticket,10833,10833,TRUE,Raydoll Tours & Travel Limited," 96,405.00 ",30-May-2022,RBA/EP/AIRTICKETS/613/188/2020
Airticket,10834,10834,TRUE,Silver Africa Tours," 19,800.00 ",30-May-2022,RBA/EP/AIRTICKETS/613/187/2020
,Missing,10835,FALSE,,,0-Jan-1900,
Airticket,10836,10836,TRUE,Boma Travels Ltd," 89,400.00 ",30-May-2022,RBA/EP/AIRTICKETS/613/186/2020
Airticket,10837,10837,TRUE,Portman Travel Limited," 215,515.00 ",9-Apr-2018,RBA/EP/AIRTICKETS/613/185B/2020
Airticket,10838,10838,TRUE,Raydoll Tours & Travel Limited," 36,755.00 ",15-Jun-2022,RBA/EP/AIRTICKETS/613/185/2020
Airticket,10839,10839,TRUE,Exotic Travel," 206,520.00 ",15-Jun-2022,RBA/EP/AIRTICKETS/613/184/2020
Airticket,10840,10840,TRUE,Africa Bliss Limited," 244,800.00 ",15-Jun-2022,RBA/EP/AIRTICKETS/613/183/2020
Airticket,10841,10841,TRUE,African Touch Safaris Ltd.," 803,955.00 ",15-Jun-2022,RBA/EP/AIRTICKETS/613/182/2020
Airticket,10842,10842,TRUE,Ragwa Travels Limited," 353,410.00 ",15-Jun-2022,RBA/EP/AIRTICKETS/613/181/2020
Airticket,10843,10843,TRUE,Granite Travel Limited," 96,600.00 ",15-Jun-2022,RBA/EP/AIRTICKETS/613/180/2020
Airticket,10844,10844,TRUE,Premier Safaris," 51,290.00 ",4-Jul-2022,RBA/EP/AIRTICKETS/613/179/2020
Airticket,10845,10845,TRUE,Premier Safaris," 353,600.00 ",5-Jul-2022,RBA/EP/AIRTICKETS/613/178/2020
Airticket,10846,10846,TRUE,Rosma Travels Ltd," 172,230.00 ",4-Jul-2022,RBA/EP/AIRTICKETS/613/177/2020
Airticket,10847,10847,TRUE,Exotic Travel," 57,020.00 ",5-Nov-2022,RBA/EP/AIRTICKETS/613/176/2020
,Missing,10848,FALSE,,,0-Jan-1900,
,Missing,10849,FALSE,,,0-Jan-1900,
,Missing,10850,FALSE,,,0-Jan-1900,
CC,10851,10851,TRUE,Nakuru County Government,"42,000.00",4-Dec-2022,
Research,10852,10852,TRUE,Sarova Woodlands Hotel,"208,000.00",4-Dec-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
HCDA,10853,10853,TRUE,The Vic Hotel,"22,000.00",4-Dec-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Research,10854,10854,TRUE,Enashipai Resort & Spa,"250,000.00",4-Nov-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1363/2021
CC,10855,10855,TRUE,Reeziky Merchants,"758,500.00",13-Apr-2022,RBA/TENDER/PROMO/613/1485/2022
CC,10856,10856,TRUE,Lafame Productions Ltd,"792,900.00",13-Apr-2022,RBA/TENDER/PROMO/613/1485/2022
MC,10857,10857,TRUE,Kenya Forestry Research Institute,"145,000.00",13-Apr-2022,RBA/DP/CONFERENCE/613/1519/2022
CC,10858,10858,TRUE,Media Council of Kenya,"300,000.00",14-Apr-2022,
Procurement,10859,10859,TRUE,Timothy Mburu Njoroge,"3,000.00",14-Apr-2022,RBA/LVP/AGPOPHOTOS/613/14/04/2022
,Missing,10860,FALSE,,,0-Jan-1900,
MC,10861,10861,TRUE,Sarova Panafric Hotel,"400,000.00",19-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Research,10862,10862,TRUE,Crowne Plaza Hotel,"50,400.00",19-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Research,10863,10863,TRUE,Acacia Premier Hotel,"33,600.00",19-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Research,10864,10864,TRUE,Voyager Beach Resort,"43,200.00",19-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Research,10865,10865,TRUE,Eka Hotels Limited,"30,000.00",19-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
CC,10866,10866,TRUE,County Government of Nakuru,"14,000.00",20-Apr-2022,
MC,10867,10867,TRUE,PineHill Consulting Limited,"780,000.00",22-Apr-2022,RBA/RFP/CONSED/613/1122/2020
Procurement,10868,10868,TRUE,Kenya Institute of Supplies Management,"261,580.00",22-Apr-2022,
Procurement,10869,10869,TRUE,Kenya Institute of Supplies Management,"325,380.00",22-Apr-2022,
Procurement,10870,10870,TRUE,Kenya Institute of Supplies Management,"325,380.00",22-Apr-2022,
Procurement,10871,10871,TRUE,Kenya Institute of Supplies Management,"325,380.00",22-Apr-2022,
MC,10872,10872,TRUE,PineHill Consulting Limited,"260,000.00",22-Apr-2022,RBA/RFP/CONSED/613/1122/2022
CC,10873,10873,TRUE,Eagle Palace Hotel Ltd,"255,000.00",25-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
CC,10874,10874,TRUE,Grey Apple Limited,"2,382,000.00",25-Apr-2022,RBA/RFQ/EVENTMGT/613/1515/2022
CC,10875,10875,TRUE,Government Advertising Agency,"180,757.50",25-Apr-2022,
CC,10876,10876,TRUE,Government Advertising Agency,"180,757.50",25-Apr-2022,
HCDA,10877,10877,TRUE,Jendie Automobiles Limited,"12,000.00",25-Apr-2022,
Research,10878,10878,TRUE,Enashipai Resort & Spa,"205,000.00",27-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
ICT,10879,10879,TRUE,MFI Managed Document Solutions Limited,"234,937.60",28-Apr-2022,RBA/DP/PRINTMAINT/613/1479/2022
Research,10880,10880,TRUE,Lake Naivasha Resort,"585,000.00",28-Apr-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
MC,10881,10881,TRUE,F.K Resort,"88,500.00",24-Mar-2022,RBA/RFQ/CONFERENCE/613/1498/2022
MC,10882,10882,TRUE,Acacia Premier Hotel,"90,000.00",5-May-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
,Missing,10883,FALSE,,,0-Jan-1900,
MC,10884,10884,TRUE,PineHill Consulting Limited,"451,000.00",5-May-2022,RBA/RFP/CONSED/613/1122/2020
,Missing,10885,FALSE,,,0-Jan-1900,
MC,10886,10886,TRUE,Psychological Health Services,"130,000.00",5-May-2022,RBA/RFP/CONSED/613/1122/2020
MC,10887,10887,TRUE,Psychological Health Services,"402,000.00",5-May-2022,RBA/RFP/CONSED/613/1122/2020
MC,10888,10888,TRUE,Psychological Health Services,"260,000.00",5-May-2022,RBA/RFP/CONSED/613/1122/2020
MC,10889,10889,TRUE,PineHill Consulting Limited,"130,000.00",5-May-2022,RBA/RFP/CONSED/613/1122/2020
hCDA,10890,10890,TRUE,Fast Choice Ltd,"197,000.00",5-May-2022,
HCDA,10891,10891,TRUE,Victoria Furnitures Limited,"300,000.00",5-May-2022,RBA/RFQ/FURNITURE/613/1504/2022
HCDA,10892,10892,TRUE,Koba Waters Limited,"77,625.00",5-Jun-2022,
HCDA,10893,10893,TRUE,Postal Corporation of Kenya,"58,000.00",5-Jun-2022,
HCDA,10894,10894,TRUE,Vinstar Expess Supplies Limited,"145,500.00",5-Jun-2022,
HCDA,10895,10895,TRUE,Yamilor Limited,"197,500.00",5-Jun-2022,
HCDA,10896,10896,TRUE,Clovers Management Training ,"216,737.20",5-Jun-2022,
HCDA,10897,10897,TRUE,Total Energies Marketing Kenya PLC,"197,800.95",5-Jun-2022,
CC,10898,10898,TRUE,Kenya Institute of Special Education (KISE),"34,800.00",5-Jun-2022,
HCDA,10899,10899,TRUE,Center for Corporate Governance,"897,840.00",5-Jun-2022,RBA/RFP/FACILITATION/613/1513/2022
Executive,10900,10900,TRUE,Sarova Whitesands Beach resort,"810,600.00",5-Jun-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1451/2021
HCDA,10901,10901,TRUE,Atssushi ENTERPRISES,"259,244.00",5-Sep-2022,RBA/RFQ/TVSETS/613/1518/2022
HCDA,10902,10902,TRUE,Kingsway Tyres Limited,"235,500.00",5-Sep-2022,RBA/RFQ/MVTYRES/613/1517/2022
Executive,10903,10903,TRUE,Kenya Bureau of Standards,"725,000.00",5-Sep-2022,
HCDA,10904,10904,TRUE,Toyota Kenya Limited,"13,100.00",5-Sep-2022,
MC,10905,10905,TRUE,Crowne Plaza Hotel,"156,000.00",5-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
MC,10906,10906,TRUE,Kenya Broadcasting Corporation,"232,000.00",5-Sep-2022,RBA/RFQ/RADIOINTERVIEW/613/1524/2022
HCDA,10907,10907,TRUE,Tandie Enterprises,"184,782.00",5-Sep-2022,RBA/RFQ/OFFICE-EQUIP/613/10505/2022
Legal,10908,10908,TRUE,Prof. Albert Mumma & Co. Advocates,"100,000.00",4-Jan-2022,RBA/RFQ/LEGALSERVICES/613/1484/2022
HCDA,10909,10909,TRUE,Subaru Kenya,"15,467.09",5-Dec-2022,RBA/DP/MVSERVICE/613/1449/2021
HCDA,10910,10910,TRUE,Subaru Kenya,"46,991.99",5-Dec-2022,RBA/DP/MVSERVICE/613/1449/2021
HCDA,10911,10911,TRUE,Subaru Kenya,"217,670.38",5-Dec-2022,RBA/DP/MVSERVICE/613/1449/2021
HCDA,10912,10912,TRUE,Ismail Rahimtulla Trustees Registered,"189,851.45",5-Dec-2022,
MC,10913,10913,TRUE,The Noble Conference Centre Limited,"276,000.00",19-Apr-2022,RBA/RFQ/CONFERENCE/613/1516/2022
Research,10914,10914,TRUE,Andy Adams Limited,"1,198,802.00",13-May-2022,RBA/RFP/RESEARCH/613/1512/2022
Research,10915,10915,TRUE,F.K Resort,"32,400.00",5-Jun-2022,RBA/RFQ/CONFERENCE/613/1523/2022
HCDA,10916,10916,TRUE,Reeziky Merchants,"188,643.00",13-May-2022,RBA/RT/AIRTIME/613/1315/2021
HCDA,10917,10917,TRUE,Reeziky Merchants,"76,851.00",13-May-2022,RBA/RT/AIRTIME/613/1315/2021
HCDA,10918,10918,TRUE,Vinstar Expess Supplies Limited,"145,500.00",16-May-2022,
HCDA,10919,10919,TRUE,Kipevu Restaurant Ltd,"349,790.00",16-May-2022,
HCDA,10920,10920,TRUE,Lavington Security Limited,"168,000.00",16-May-2022,
HCDA,10921,10921,TRUE,Jimcab Services Limited,"286,977.32",16-May-2022,
HCDA,10922,10922,TRUE,Kipevu Restaurant Ltd,"165,600.00",16-May-2022,
HCDA,10923,10923,TRUE,Reeziky Merchants,"55,893.00",24-May-2022,RBA/RT/AIRTIME/613/1315/2021
CC,10924,10924,TRUE,Royal Media Services Ltd,"232,000.00",5-Dec-2022,RBA/RT/RADIOINTERVIEW/613/1525/2022
CC,10925,10925,TRUE,Impetus Enterprises Ltd,"80,000.00",16-May-2022,RBA/RFQ/DÉCOR/613/1533/2022
ICT,10926,10926,TRUE,The Kyaka Hotel,"178,200.00",17-May-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Research,10927,10927,TRUE,The Kyaka Hotel,"239,400.00",23-May-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
MC,10928,10928,TRUE,Crowne Plaza Hotel,"156,000.00",23-May-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,10929,10929,TRUE,Sony Holdings Limited,"189,851.45",5-Dec-2022,
HCDA,10930,10930,TRUE,Reeziky Merchants,"173,674.00",24-May-2022,RBA/RT/AIRTIME/613/1315/2021
Procurement,10931,10931,TRUE,Kenya Institute of Supplies Management,"870,000.00",30-May-2022,
CC,10932,10932,TRUE,Almond Print Limited,"1,008,040.00",30-May-2022,RBA/RFQ/PROMO/613/1536/2022
Tribunal,10933,10933,TRUE,Sarova Panafric Hotel,"49,500.00",30-May-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Tribunal,10934,10934,TRUE,Rupas Gift Centre Limited,"42,500.00",30-May-2022,
HCDA,10935,10935,TRUE,CFAO Motors (Toyota Kenya),"15,401.00",31-May-2022,
ICT,10936,10936,TRUE,Kenya Bureau of Standards,"1,909,180.80",31-May-2022,
Procurement,10937,10937,TRUE,The Kyaka Hotel,"228,000.00",31-May-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Procurement,10938,10938,TRUE,Lake Naivasha Resort,"27,000.00",31-May-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,10939,10939,TRUE,Kembess Enterprises Limited,"48,990.00",6-Jun-2022,
CC,10940,10940,TRUE,Nairobi Sports House Ltd,"33,250.00",6-Feb-2022,
HCDA,10941,10941,TRUE,Botinani Productions,"26,500.00",6-Jul-2022,
ICT,10942,10942,TRUE,MTN Business Kenya Ltd,"320,160.00",6-Jun-2022,
CC,10943,10943,TRUE,Crowne Plaza Hotel,"195,000.00",6-Jun-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
MC,10944,10944,TRUE,The Alba Hotel Ltd,"140,000.00",6-Jun-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
MC,10945,10945,TRUE,Crowne Plaza Hotel,"312,000.00",6-Jun-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,10946,10946,TRUE,CFAO Motors (Toyota Kenya),"127,422.00",6-Jun-2022,
Legal,10947,10947,TRUE,Chepkuto Advocates,"220,000.00",6-Jun-2022,RBA/RFQ/LEGALSERVICES/613/1528/2022
Legal,10948,10948,TRUE,Chepkuto Advocates,"220,000.00",6-Jun-2022,RBA/RFQ/LEGALSERVICES/613/1529/2022
HCDA,10949,10949,TRUE,Great Rift Valley Lodge,"2,411,200.00",6-Jul-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Supervision,10950,10950,TRUE,Eagle Palace Hotel Ltd,"52,800.00",6-Jul-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
CC,10951,10951,TRUE,Standard Group PLC,"1,630,000.00",15-Apr-2022,RBA/RT/PUBLICITY/613/1521/2022
HCDA,10952,10952,TRUE,Directorate of Occupational Safety and Health Services,"200,000.00",13-Jun-2022,
Research,10953,10953,TRUE,Eagle Palace Hotel Ltd,"88,000.00",13-Jun-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
CC,10954,10954,TRUE,Pine Tree East Africa Company Limited,"46,800.00",13-Jun-2022,RBA/RFQ/TBTSHIRTS/613/1540/2022
Procurement,10955,10955,TRUE,Kenya Institute of Supplies Managemnet( KISM),"325,380.00",14-Jun-2022,
Procurement,10956,10956,TRUE,Kenya Institute of Supplies Managemnet( KISM),"325,380.00",14-Jun-2022,
Finance,10957,10957,TRUE,Lake Naivasha Resort,"94,500.00",14-Jun-2022,RBA/RFQ/FRAMEWORKHOTELS/613/1363/2021
ICT,10958,10958,TRUE,MTN Business Kenya Ltd,"320,160.00",15-Jun-2022,
HCDA,10959,10959,TRUE,The Kyaka Hotel,"205,200.00",26-May-2022,
IA & RM,10960,10960,TRUE,The Kyaka Hotel,"337,700.00",15-Jun-2022,
,Missing,10961,FALSE,,,0-Jan-1900,
Research,10962,10962,TRUE,Institute of internal auditors,"225,000.00",16-Jun-2022,
,Missing,10963,FALSE,,,0-Jan-1900,
MC,10964,10964,TRUE,Mire Solutions  Co. Ltd,"1,593,000.00",6-Oct-2022,RBA/RFQ/EVENTMGT/613/1541/2022
MC,10965,10965,TRUE,Crowne Plaza Hotel,"195,000.00",17-Jun-2022,
CC,10966,10966,TRUE,Peafood Processing Company,"2,850,000.00",0-Jan-1900,RBA/RFQ/FORTIFIEDFOODS/613/1551/2022
CC,10967,10967,TRUE,Standard Group PLC,"216,920.00",0-Jan-1900,
HCDA,10968,10968,TRUE,Auto Xpress Limited,"14,400.00",21-Jun-2022,RBA/LVP/CARMATS/613/21/06/2022
Executive,10969,10969,TRUE,The Kyaka Hotel,"197,600.00",21-Jun-2022,
HCDA,10970,10970,TRUE,The Kyaka Hotel,"121,600.00",21-Jun-2022,
ICT,10971,10971,TRUE,The Kyaka Hotel,"121,200.00",6-Oct-2022,
Supervision,10972,10972,TRUE,The Alps Hotel,"56,000.00",21-Jun-2022,
HCDA,10973,10973,TRUE,Lake Naivasha Resort,"247,500.00",23-Jun-2022,
ICT,10973,10973,TRUE,The Kyaka Hotel,"83,500.00",23-Jun-2022,
,Missing,10974,FALSE,,,0-Jan-1900,
,Missing,10975,FALSE,,,0-Jan-1900,
,Missing,10976,FALSE,,,0-Jan-1900,
HCDA,10977,10977,TRUE,Raphame Services,"79,500.00",23-Jun-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10978,10978,TRUE,Centauri Merchants,"25,230.00",23-Jun-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10979,10979,TRUE,Maypam Enterprises Ltd,"3,754.00",23-Jun-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10980,10980,TRUE,Sir Kobi Ventures Ltd,"24,000.00",23-Jun-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10981,10981,TRUE,Kasawa Technologies Ltd,"5,550.00",23-Jun-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10982,10982,TRUE,Savinet Company Ltd,"21,050.00",23-Jun-2022,RBA/TENDER/STATIONERY/613/1453/2021
ICT,10983,10983,TRUE,Salute iWorld Limited,"345,000.00",23-Jun-2022,RBA/RFQ/IPADACCESSORIES/613/1534/2022
Legal,10984,10984,TRUE,Sabalink Technologies Ltd,"545,664.00",23-Jun-2022,RBA/OT/WEBSITE/613/1530/2022
Legal,10985,10985,TRUE,Simba & Simba Advocates,"453,100.00",0-Jan-1900,RBA/DP/LEGALSERVICES/613/1550/2022
ICT,10986,10986,TRUE,MFI Managed Document Solutions Limited,"1,720,945.00",27-Jun-2022,RBA/DP/PRINTERMAINT/613/1479/2022
HCDA,10987,10987,TRUE,Vinstar Expess Supplies Limited,"145,500.00",27-Jun-2022,
HCDA,10988,10988,TRUE,Postal Corporation of Kenya,"116,000.00",27-Jun-2022,
HCDA,10989,10989,TRUE,Total Energies Marketing Kenya PLC,"366,315.82",27-Jun-2022,
HCDA,10990,10990,TRUE,Clovers Management & Training Consultants Ltd,"433,474.40",27-Jun-2022,
HCDA,10991,10991,TRUE,Koba Waters Limited,"113,000.00",27-Jun-2022,
HCDA,10992,10992,TRUE,Kipevu Restaurant Ltd,"378,300.00",27-Jun-2022,
CC,10993,10993,TRUE,Kenya Forestry Service(KFS),"552,120.00",14-Jun-2022,
HCDA,10994,10994,TRUE,Jimcab Services Limited,"230,323.00",29-Jun-2022,
HCDA,10995,10995,TRUE,Sarova Panafric Hotel,"9,900.00",30-Jun-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Legal,10996,10996,TRUE,Karanu Kanai & Co. Advocates,"150,000.00",30-Jun-2022,RBA/RFQ/LEGALSERVICES/613/1541/2022
MC,10997,10997,TRUE,PineHill Consulting Limited,"900,000.00",27-Jun-2022,RBA/RFQ/CONSED/613/1122/2020
MC,10998,10998,TRUE,Psychological Health Services,"219,000.00",27-Jun-2022,RBA/RFP/CONSED/613/1122/2020
MC,10999,10999,TRUE,PineHill Consulting Limited,"130,000.00",27-Jun-2022,RBA/RFP/CONSED/613/1122/2020
CC,11000,11000,TRUE,Nation Media Group,"137,499.44",7-May-2022,
Airticket,11001,11001,TRUE,Nefrima Travels Ltd," 14,900.00 ",5-Oct-2022,RBA/EP/AIRTICKETS/613/175/2020
Airticket,11002,11002,TRUE,Magical Holidays Ltd," 38,200.00 ",16-Jun-2022,RBA/EP/AIRTICKETS/613/174/2020
Airticket,11003,11003,TRUE,Granite Travel Limited," 138,874.00 ",17-Jun-2022,RBA/EP/AIRTICKETS/613/173/2020
Airticket,11004,11004,TRUE,Magical Holidays Ltd," 47,450.00 ",17-Jun-2022,RBA/EP/AIRTICKETS/613/172/2020
