Department,LPO NO,Check,x,NAME OF THE SUPPLIER, AMOUNT ,Date,TENDER NO.
Airticket,11245,11245,TRUE,Rosma Tours and Travel," 149,605.00 ",22-Nov-2022,RBA/EP/AIRTICKETS/613/090/2019
Airticket,11246,11246,TRUE,Tondwe Africa Group," 96,695.00 ",25-Oct-2022,RBA/EP/AIRTICKETS/613/089/2019
Airticket,11247,11247,TRUE,Ragwa Travels," 476,500.00 ",13-Dec-2022,CANCELLED
,Missing,11248,FALSE,,,0-Jan-1900,
,Missing,11249,FALSE,,,0-Jan-1900,
,Missing,11250,FALSE,,,0-Jan-1900,
MC-RP,11251,11251,TRUE,PineHill Consulting Limited,"130,000.00",27-Sep-2022,
,Missing,11252,FALSE,,,0-Jan-1900,
HCDA,11253,11253,TRUE,Cyfenna Company Ltd,"174,000.00",17-Oct-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11254,11254,TRUE,Raphame Services,"3,500.00",17-Oct-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11255,11255,TRUE,Centauri Merchants,"294,292.00",17-Oct-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11256,11256,TRUE,Maypam Enterprises Ltd,"31,700.00",17-Oct-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11257,11257,TRUE,Sir Kobi Ventures Ltd,"34,000.00",17-Oct-2022,RBA/TENDER/STATIONERY/613/1453/2021
MC-RP,11258,11258,TRUE,PineHill Consulting Limited,"622,000.00",10-Nov-2022,
HCDA,11259,11259,TRUE,Kipevu Restaurant Ltd,"628,468.00",14-Oct-2022,
HCDA,11260,11260,TRUE,Snow Peak Refrigeration & General Contractors Ltd,"206,800.00",14-Oct-2022,
HCDA,11261,11261,TRUE,Vinstar Expess Supplies Limited,"171,500.00",14-Oct-2022,
HCDA,11262,11262,TRUE,Koba Waters Limited,"46,600.00",14-Oct-2022,
HCDA,11263,11263,TRUE,Sir Kobi Ventures Ltd,"36,000.00",10-Jun-2022,RBA/TENDER/STATIONERY/613/1453/2021
CC,11264,11264,TRUE,Alps Hotel,"73,500.00",19-Oct-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
HCDA,11265,11265,TRUE,JimCab Services Limited,"265,026.36",21-Oct-2022,
MC-RP,11266,11266,TRUE,Hotel Itoya,"108,000.00",19-Oct-2022,RBA/RFQ/CONFERENCE/613/1587/2022
MC-RP,11267,11267,TRUE,Sarova Whitesands Beach resort,"168,000.00",25-Oct-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
HCDA,11268,11268,TRUE,Sir Kobi Ventures Ltd,"34,000.00",26-Oct-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11269,11269,TRUE,Reeziky Merchants,"67,869.00",26-Oct-2022,RBA/RT/AIRTIME/613/1315/2021
HCDA,11270,11270,TRUE,Reeziky Merchants,"174,668.00",26-Oct-2022,RBA/RT/AIRTIME/613/1315/2021
MC,11271,11271,TRUE,Being Creative Enterprises,"1,004,560.00",27-Oct-2022,RBA/RFQ/EVENTMGTKAKAMEGA/613/1588/2022
MC-RP,11272,11272,TRUE,Crowne Plaza Hotel,"585,000.00",28-Oct-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
MC-RP,11273,11273,TRUE,Voyager Beach Resort,"492,000.00",28-Oct-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2022
MC-RP,11274,11274,TRUE,Sarova Woodlands Hotel,"480,000.00",28-Oct-2022,RBA/RFQ/FRAMEWORKHOTELS2/613/1451/2022
HCDA,11275,11275,TRUE,Sarova Panafric Hotel,"18,000.00",11-Mar-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Supervision,11276,11276,TRUE,Lake Naivasha Resort,"315,000.00",11-Mar-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11277,11277,TRUE,Cyfenna Company Ltd,"276,000.00",11-Mar-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11278,11278,TRUE,Raphame Services,"1,300.00",11-Mar-2022,RBA/TENDER/STATIONERY/613/1453/2021
CC,11279,11279,TRUE,Government Advertising Agency,"864,756.00",11-Apr-2022,
MC-RP,11280,11280,TRUE,Elysian Resort,"160,000.00",11-Feb-2022,RBA/RFQ/CONFERENCE/613/1597/2022
HCDA,11281,11281,TRUE,CFAO Motors Kenya Ltd,"54,332.01",11-Aug-2022,
HCDA,11282,11282,TRUE,CFAO Motors Kenya Ltd,"13,302.76",11-Aug-2022,
CC,11283,11283,TRUE,Jameson Investments Ltd,"126,000.00",11-Apr-2022,RBA/RFQ/CONFERENCE/613/1601/2022
CC,11284,11284,TRUE,The Guardian Hotel Ltd,"140,000.00",11-Apr-2022,RBA/RFQ/CONFERENCE/613/1602/2022
ICT,11285,11285,TRUE,Specicom Technologies Limited,"6,700,000.00",11-Sep-2022,RBA/OT/LAPTOPS/613/1564/2021
HCDA,11286,11286,TRUE,Subaru Kenya,"14,778.71",11-Oct-2022,
CC,11287,11287,TRUE,Royal Media Services Ltd,"1,209,880.00",11-Sep-2022,RBA/RFQ/PUBLICITY/613/1591/2022
CC,11288,11288,TRUE,Association of Pension Trustees&Administators of Kenya,"500,000.00",11-Oct-2022,RBA/DP/SPONSORSHIP/613/9/11/2022
CC,11289,11289,TRUE,Standard Group PLC,"500,000.00",28-Oct-2022,RBA/DP/SPONSORSHIP/1595/2022
HCDA,11290,11290,TRUE,Sony Holdings Limited,"189,851.50",10-Nov-2022,
HCDA,11291,11291,TRUE,Lavington Security Limited,"168,000.00",11-Nov-2022,
HCDA,11292,11292,TRUE,Koba Waters Limited,"50,500.00",11-Nov-2022,
HCDA,11293,11293,TRUE,Clovers Management Training ,"216,737.20",0-Jan-1900,
I A & R,11294,11294,TRUE,Sarova Panafric Hotel,"160,000.00",11-Nov-2022,
MC,11295,11295,TRUE,Kenya School of Government,"80,000.00",11-Nov-2022,RBA/DP/CONFERENCE/613/11/11/2022
Procurement,11296,11296,TRUE,Enashipai Resort & Spa,"95,000.00",11-Nov-2022,
HCDA,11297,11297,TRUE,Maypam Enterprises Ltd,"10,880.00",11-Nov-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11298,11298,TRUE,Yamilor Limited,"237,000.00",0-Jan-1900,
,Missing,11299,FALSE,,,0-Jan-1900,
Legal,11300,11300,TRUE,Crowne Plaza Hotel,"69,600.00",14-Nov-2022,
CC,11301,11301,TRUE,Golf Hotel Limited ,"420,000.00",16-Nov-2022,RBA/DP/CONFERENCE/613/15/11/2022
Legal,11302,11302,TRUE,Crowne Plaza Hotel,"118,500.00",17-Nov-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Legal,11303,11303,TRUE,Karanu Kanai & Co. Advocates,"150,000.00",17-Nov-2022,RBA/RFQ/LEGALSERVICES/613/1586/2022
HCDA,11304,11304,TRUE,Vinstar Expess Supplies Limited,"141,500.00",18-Nov-2022,
HCDA,11305,11305,TRUE,PTG Travel Limited,"112,935.96",18-Nov-2022,
HCDA,11306,11306,TRUE,Postal Corporation of Kenya,"58,000.00",18-Nov-2022,
Research & Strategy,11307,11307,TRUE,Rex Kiosk,"36,891.00",18-Nov-2022,
MC,11308,11308,TRUE,PineHill Consulting Limited,"1,147,000.00",18-Nov-2022,
MC,11309,11309,TRUE,PineHill Consulting Limited,"1,891,190.00",18-Nov-2022,
,Missing,11310,FALSE,,,0-Jan-1900,
HCDA,11311,11311,TRUE,Reeziky Merchants,"67,869.00",18-Nov-2022,
HCDA,11312,11312,TRUE,Queen Rep Investment Limited,"13,000.00",21-Nov-2022,RBA/LVP/ARCHIVEBOXES/613/21/11/2022
HCDA,11313,11313,TRUE,Postal Corporation of Kenya,"146,740.00",21-Nov-2022,
HCDA,11314,11314,TRUE,Kipevu Restaurant Ltd,"349,155.00",21-Jan-2022,
HCDA,11315,11315,TRUE,Reeziky Merchants,"174,667.00",22-Nov-2022,
HCDA,11316,11316,TRUE,JimCab Services Limited,"415,015.52",23-Nov-2022,
MC-RP,11317,11317,TRUE,Broadpark Hotels,"96,000.00",22-Nov-2022,RBA/RFQ/CONFERENCE/613/1614/2022
CC,11318,11318,TRUE,Sarova Stanley Hotel,"882,000.00",23-Nov-2022,
Research & Strategy,11319,11319,TRUE,The Alps Hotel,"262,500.00",25-Nov-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
HCDA,11320,11320,TRUE,Ismail Rahimtulla Trustees Registered,"189,851.45",25-Nov-2022,
HCDA,11321,11321,TRUE,Ismail Rahimtulla Trustees Registered,"189,851.45",25-Nov-2022,
CC,11322,11322,TRUE,Acacia Premier Hotel,"420,000.00",29-Nov-2022,
CC,11323,11323,TRUE,Association of Former International Civil Servants- Kenya,"250,000.00",29-Nov-2022,
Research & Strategy,11324,11324,TRUE,The Maanzoni Lodge Ltd,"237,000.00",29-Nov-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
HCDA,11325,11325,TRUE,The Carnivore Restaurant,"2,970,000.00",29-Nov-2022,RBA/RFQ/EOYVENUE/613/1616/2022
Procurement,11326,11326,TRUE,KISM,"325,380.00",30-Nov-2022,
Procurement,11327,11327,TRUE,KISM,"325,380.00",30-Nov-2022,
MC-RP,11328,11328,TRUE,PineHill Consulting Limited,"1,984,500.00",30-Nov-2022,
,Missing,11329,FALSE,,,0-Jan-1900,
CC,11330,11330,TRUE,Government Advertising Agency,"180,757.50",12-Feb-2022,
Legal,11331,11331,TRUE,Prof. Albert Mumma & Co. Advocates,"522,000.00",12-Feb-2022,
,Missing,11332,FALSE,,,0-Jan-1900,
HCDA,11333,11333,TRUE,Sarova Panafric Hotel,"27,000.00",12-Jan-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11334,11334,TRUE,The Alps Hotel,"84,000.00",12-Feb-2022,
HCDA,11335,11335,TRUE,CFAO Motors Kenya Ltd,"13,001.11",12-Jun-2022,
ICT,11336,11336,TRUE,Attain Enterprise Solutions Ltd,"8,697,969.38",12-Jun-2022,RBA/DP/RBSS-ERPMAINT/613/1612/2022
CC,11337,11337,TRUE,Government Advertising Agency,"180,757.50",12-Jul-2022,
,Missing,11338,FALSE,,,0-Jan-1900,
HCDA,11339,11339,TRUE,Total Energies Marketing Kenya PLC,"271,651.10",12-Jul-2022,
CC,11340,11340,TRUE,Government Advertising Agency,"424,230.00",12-Jul-2022,
MC,11341,11341,TRUE,Sarova Panafric Hotel,"240,000.00",12-Aug-2022,
HCDA,11342,11342,TRUE,Vinstar Expess Supplies Limited,"141,500.00",12-Sep-2022,
HCDA,11343,11343,TRUE,MFI Managed Document Solutions Limited,"586,411.70",12-Sep-2022,RBA/DP/PRINTERMAINT/613/1479/2022
HCDA,11344,11344,TRUE,Lavington Security Limited,"168,000.00",12-Sep-2022,
HCDA,11345,11345,TRUE,JimCab Services Limited,"1,113.60",12-Sep-2022,
HCDA,11346,11346,TRUE,Koba Waters Limited,"67,700.00",12-Sep-2022,
HCDA,11347,11347,TRUE,Total Energies Marketing Kenya PLC,"248,428.61",12-Sep-2022,
Research& Strategy,11348,11348,TRUE,The Kyaka Hotel,"1,368,000.00",12-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
CC,11349,11349,TRUE,"Daily Nation, Nation Media Group PLC","226,200.00",15-Dec-2022,
CC,11350,11350,TRUE,Standard Group PLC," 177,480.00 ",15-Dec-2022,
Airticket,11351,11351,TRUE,Angani travels," 256,220.00 ",11-Mar-2022,RBA/EP/AIRTICKETS/613/088/2019
Airticket,11352,11352,TRUE,Bigman Travel," 20,500.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/087/2019
Airticket,11353,11353,TRUE,Granite Travel Limited," 85,910.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/086B/2019
Airticket,11354,11354,TRUE,Boma Travels," 55,100.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/086/2019
Airticket,11355,11355,TRUE,Ragwa Travels," 610,270.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/085/2019
Airticket,11356,11356,TRUE,Magical Holidays," 165,400.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/084/2019
Airticket,11357,11357,TRUE,Silver Africa Tours," 23,150.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/083/2019
Airticket,11358,11358,TRUE,Premier Safaris," 327,320.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/082/2019
Airticket,11359,11359,TRUE,African Touch Safaris," 557,700.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/081/2019
Airticket,11360,11360,TRUE,Exotic Travel Center," 48,830.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/080/2019
Airticket,11361,11361,TRUE,Rosma Tours and Travel," 89,100.00 ",23-Nov-2022,RBA/EP/AIRTICKETS/613/079/2019
Airticket,11362,11362,TRUE,Bigman Travel," 25,505.00 ",28-Nov-2022,RBA/EP/AIRTICKETS/613/078/2019
Airticket,11363,11363,TRUE,Best Buy Travel Solutions," 116,200.00 ",28-Nov-2022,RBA/EP/AIRTICKETS/613/077/2019
,Missing,11364,FALSE,,,0-Jan-1900,
Airticket,11365,11365,TRUE,Silver Africa Tours," 202,200.00 ",12-Jan-2022,RBA/EP/AIRTICKETS/613/076/2019
Airticket,11366,11366,TRUE,Magical Holidays," 17,900.00 ",12-Jan-2022,RBA/EP/AIRTICKETS/613/075/2019
Airticket,11367,11367,TRUE,Bigman Travel," 26,425.00 ",12-Feb-2022,RBA/EP/AIRTICKETS/613/074/2019
Airticket,11368,11368,TRUE,Magical Holidays," 122,150.00 ",12-Feb-2022,RBA/EP/AIRTICKETS/613/073/2019
Airticket,11369,11369,TRUE,Magical Holidays," 59,600.00 ",14-Dec-2022,RBA/EP/AIRTICKETS/613/071B/2019
Airticket,11370,11370,TRUE,Granite Travels," 25,525.00 ",14-Dec-2022,RBA/EP/AIRTICKETS/613/070/2019
Airticket,11371,11371,TRUE,Nefrima Travels," 33,000.00 ",14-Dec-2022,RBA/EP/AIRTICKETS/613/072/2019
Airticket,11372,11372,TRUE,Exotic Travel Center," 55,820.00 ",14-Dec-2022,RBA/EP/AIRTICKETS/613/071/2019
Airticket,11373,11373,TRUE,African Touch Safaris," 218,205.00 ",14-Dec-2022,RBA/EP/AIRTICKETS/613/069/2019
Airticket,11374,11374,TRUE,Realedge Africa Ventures," 64,700.00 ",17-Oct-2022,RBA/EP/AIRTICKETS/613/043A/2019
Airticket,11375,11375,TRUE,Bigman Travel," 48,000.00 ",19-Dec-2022,RBA/EP/AIRTICKETS/613/047A/2019
Airticket,11376,11376,TRUE,Quattro Travel," 28,730.00 ",20-Dec-2022,RBA/EP/AIRTICKETS/613/046A/2019
Airticket,11377,11377,TRUE,African Touch Safaris," 103,470.00 ",5-Jan-2023,RBA/EP/AIRTICKETS/613/045A/2019
Airticket,11378,11378,TRUE,Magical Holidays," 78,800.00 ",3-Jan-2023,RBA/EP/AIRTICKETS/613/044A/2019
Airticket,11379,11379,TRUE,Boma Travel," 21,980.00 ",6-Jan-2023,CANCELLED
Airticket,11380,11380,TRUE,Granite Travel," 212,315.00 ",18-Jan-2023,RBA/EP/AIRTICKETS/613/042A/2019
Airticket,11381,11381,TRUE,Tondwe Africa Group," 20,850.00 ",30-Jan-2023,RBA/EP/AIRTICKETS/613/068/2019
Airticket,11382,11382,TRUE,Alsikwa Tours and Travel Limited," 23,000.00 ",30-Jan-2023,CANCELLED
Airticket,11383,11383,TRUE,Nefrima Travels," 126,700.00 ",30-Jan-2023,RBA/EP/AIRTICKETS/613/067/2019
Airticket,11384,11384,TRUE,Bushtrek Safaris," 22,885.00 ",30-Jan-2023,RBA/EP/AIRTICKETS/613/066/2019
Airticket,11385,11385,TRUE,Best Buy Travel Solutions," 93,600.00 ",1-Feb-2023,RBA/EP/AIRTICKETS/613/065/2019
Airticket,11386,11386,TRUE,Tondwe Africa Group," 147,000.00 ",6-Feb-2023,RBA/EP/AIRTICKETS/613/064/2019
Airticket,11387,11387,TRUE,Raydoll Tours and Travel," 73,965.00 ",6-Feb-2023,RBA/EP/AIRTICKETS/613/063/2019
Airticket,11388,11388,TRUE,Ragwa Travels," 68,745.00 ",7-Feb-2023,RBA/EP/AIRTICKETS/613/062/2019
Airticket,11389,11389,TRUE,Nefrima Travels," 57,000.00 ",9-Feb-2023,RBA/EP/AIRTICKETS/613/061/2019
Airticket,11390,11390,TRUE,Tondwe Africa Group," 53,400.00 ",17-Feb-2023,RBA/EP/AIRTICKETS/613/060/2019
Airticket,11391,11391,TRUE,Raydoll Tours and Travel," 22,020.00 ",17-Feb-2023,RBA/EP/AIRTICKETS/613/059/2019
Airticket,11392,11392,TRUE,Ragwa Travels," 41,110.00 ",21-Feb-2023,RBA/EP/AIRTICKETS/613/058/2019
Airticket,11393,11393,TRUE,African Touch Safaris," 43,925.00 ",27-Feb-2023,RBA/EP/AIRTICKETS/613/057/2019
Airticket,11394,11394,TRUE,African Touch Safaris," 33,000.00 ",28-Feb-2023,RBA/EP/AIRTICKETS/613/056/2019
Airticket,11395,11395,TRUE,Ragwa Travels," 92,600.00 ",7-Mar-2023,RBA/EP/AIRTICKETS/613/055/2019
Airticket,11396,11396,TRUE,Bigman Travel," 32,000.00 ",7-Mar-2023,CANCELLED
Airticket,11397,11397,TRUE,Tondwe Africa Group," 108,450.00 ",7-Mar-2023,RBA/EP/AIRTICKETS/613/053/2019
Airticket,11398,11398,TRUE,Exotic Travel Center," 45,600.00 ",7-Mar-2023,RBA/EP/AIRTICKETS/613/052/2019
Airticket,11399,11399,TRUE,Magical Holidays," 61,100.00 ",7-Mar-2023,RBA/EP/AIRTICKETS/613/051/2019
Airticket,11400,11400,TRUE,Quattro Travel," 302,550.00 ",7-Mar-2023,RBA/EP/AIRTICKETS/613/050/2019
HCDA,11401,11401,TRUE,CFAO Motors Kenya Ltd," 13,301.04 ",19-Dec-2022,
ICT,11402,11402,TRUE,BSK Global Technologies," 6,400,600.00 ",21-Dec-2022,RBA/OT/DRSMAINT/613/1615/2022
ICT,11403,11403,TRUE,Attain Enterprise Solutions Ltd," 7,296,630.22 ",22-Dec-2022,
HCDA,11404,11404,TRUE,CFAO Motors Kenya Ltd," 15,600.24 ",29-Dec-2022,
Legal,11405,11405,TRUE,Triple Ok Law Advocates," 486,400.00 ",13-Dec-2022,RBA/DP/LEGALSERVICES/613/1617/2022
HCDA,11406,11406,TRUE,Clovers Management & Training Consultants Ltd," 216,737.20 ",28-Dec-2022,
HCDA,11407,11407,TRUE,Clovers Management & Training Consultants Ltd," 216,737.20 ",30-Dec-2022,
CC,11408,11408,TRUE,Nation Media Group," 3,999,337.80 ",8-Dec-2022,
HCDA,11409,11409,TRUE,Kipevu Restaurant Ltd," 287,395.00 ",30-Dec-2022,
HCDA,11410,11410,TRUE,Reeziky Merchants," 174,658.00 ",30-Dec-2022,
HCDA,11411,11411,TRUE,Reeziky Merchants," 67,869.00 ",30-Dec-2022,
HCDA,11412,11412,TRUE,Yamilor Limited," 79,000.00 ",6-Jan-2023,
,11413,11413,TRUE,CANCELLED,,0-Jan-1900,
Legal,11414,11414,TRUE,Crowne Plaza Hotel," 145,800.00 ",9-Jan-2023,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11415,11415,TRUE,Eagle Palace Hotel Ltd," 83,600.00 ",3-Jan-2023,RBA/TENDER/FRAMEWORKHOTELS/613/1451/2021
,11416,11416,TRUE,CANCELLED,,0-Jan-1900,
,11417,11417,TRUE,CANCELLED,,0-Jan-1900,
HCDA,11418,11418,TRUE,Technology Today," 1,217,072.00 ",12-Jan-2023,RBA/RFQ/TONERS/613/1603/2022
HCDA,11419,11419,TRUE,The Carnivore Tamarind Management Limited," 225,000.00 ",11-Jan-2023,
Legal ,11420,11420,TRUE,Simba & Simba Advocates," 450,000.00 ",12-Jan-2023,RBA/RFQ/LEGALSERVICES/613/1620/2022
Legal,11421,11421,TRUE,Sai Offices Supplies," 8,370.00 ",12-Jan-2023,
HCDA,11422,11422,TRUE,Value Line Consulting Ltd," 50,000.00 ",13-Dec-2022,
HCDA,11423,11423,TRUE,Postal Corporation of Kenya," 58,000.00 ",11-Jan-2023,
HCDA,11424,11424,TRUE,Lavington Security Limited," 168,000.00 ",11-Jan-2023,
HCDA,11425,11425,TRUE,Total Energies Marketing Kenya PLC," 209,616.20 ",11-Jan-2023,
HCDA,11426,11426,TRUE,PTG Travel Limited," 55,466.80 ",11-Jan-2023,
HCDA,11427,11427,TRUE,Jimcab Services Limited," 329,818.16 ",11-Jan-2023,
,11428,11428,TRUE,Software Technologies," 271,440.00 ",13-Jan-2023,
HCDA,11429,11429,TRUE,Kipevu Restaurant Ltd," 615,785.00 ",8-Dec-2022,
,11430,11430,TRUE,,,0-Jan-1900,
HCDA,11431,11431,TRUE,Invsys Solutions Limited," 3,500.00 ",16-Jan-2023,
Legal,11432,11432,TRUE,The Maanzoni Lodge Ltd," 31,500.00 ",16-Jan-2023,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
ICT,11433,11433,TRUE,MFI," 69,600.00 ",17-Jan-2023,
HCDA,11434,11434,TRUE,Vinstar Expess Supplies Limited," 141,500.00 ",18-Jan-2023,
Legal,11435,11435,TRUE,Nairobi Serena Hotel," 150,000.00 ",20-Jan-2023,
Research& Strategy,11436,11436,TRUE,Rex Kiosk," 36,891.00 ",19-Jan-2023,
HCDA,11437,11437,TRUE,Reeziky Merchants," 67,868.00 ",19-Jan-2023,
HCDA,11438,11438,TRUE,Reeziky Merchants," 174,659.00 ",19-Jan-2023,
CC,11439,11439,TRUE,Government Advertising Agency," 212,115.00 ",23-Jan-2023,
HCDA,11440,11440,TRUE,Koba Waters Limited," 37,500.00 ",23-Jan-2023,
ICT,11441,11441,TRUE,MTN Business Kenya Ltd," 320,160.00 ",23-Jan-2023,
ICT,11442,11442,TRUE,MTN Business Kenya Ltd," 320,160.00 ",23-Jan-2023,
HCDA,11443,11443,TRUE,JimCab Services Limited," 196,797.48 ",23-Jan-2023,
ICT,11444,11444,TRUE,Smoothel & Data Solutions Limited," 61,161.00 ",24-Jan-2023,
ICT,11445,11445,TRUE,Smoothel & Data Solutions Limited," 53,751.00 ",24-Jan-2023,
Procurement,11446,11446,TRUE,Kenya Institute of Supplies Management," 325,380.00 ",24-Jan-2023,
MC-RP,11447,11447,TRUE,Sarova Panafric Hotel," 200,000.00 ",24-Jan-2023,
,11448,11448,TRUE,CANCELLED,,0-Jan-1900,
MC-RP,11449,11449,TRUE,PineHill Consulting Limited," 1,057,697.00 ",27-Jan-2023,
CC,11450,11450,TRUE,Nation Media Group," 6,762,800.00 ",27-Jan-2023,
Legal ,11451,11451,TRUE,The Maanzoni Lodge Ltd," 36,000.00 ",27-Feb-2023,RBA/TENDER/FRAMEWORK/613/1451/2021
HCDA,11452,11452,TRUE,Rupas Gift Centre Limited," 1,950.00 ",30-Jan-2023,
Legal,11453,11453,TRUE,Chepkuto Advocates," 220,000.00 ",31-Jan-2023,RBA/RFQ/LEGALSERVICES/613/1623/2023
HCDA,11454,11454,TRUE,Sir Kobi Ventures Ltd," 17,000.00 ",31-Jan-2023,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11455,11455,TRUE,Raphame Services," 18,930.00 ",31-Jan-2023,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11456,11456,TRUE,Maypam Enterprises Ltd," 11,214.00 ",31-Jan-2023,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11457,11457,TRUE,Cyfenna Company Ltd," 289,500.00 ",31-Jan-2023,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11458,11458,TRUE,Savinet Company Ltd," 2,675.00 ",31-Jan-2023,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,11459,11459,TRUE,Sarova Whitesands Beach resort," 357,000.00 ",1-Feb-2023,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
HCDA,11460,11460,TRUE,Reeziky Merchants," 174,659.00 ",2-Feb-2023,
HCDA,11461,11461,TRUE,Reeziky Merchants," 67,868.00 ",2-Feb-2023,
MC,11462,11462,TRUE,Mithigi Ventures Limited," 1,001,312.00 ",2-Feb-2023,RBA/RFQ/EVENTMGTMSA/613/1622/2023
Research& Strategy,11463,11463,TRUE,Machakos University," 27,000.00 ",7-Feb-2023,
HCDA,11464,11464,TRUE,Crowne Plaza Hotel," 81,900.00 ",8-Feb-2023,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11465,11465,TRUE,Sarova Panafric Hotel," 12,000.00 ",8-Feb-2023,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11466,11466,TRUE,Rex Kiosk," 19,872.00 ",8-Feb-2023,
MC,11467,11467,TRUE,Sarova Panafric Hotel," 240,000.00 ",9-Feb-2023,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Legal,11468,11468,TRUE,The Kyaka Hotel," 247,000.00 ",9-Feb-2023,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
HCDA,11469,11469,TRUE,PTG Travel Limited," 18,217.00 ",9-Feb-2023,
HCDA,11470,11470,TRUE,Yamilor Limited," 39,500.00 ",9-Feb-2023,
HCDA,11471,11471,TRUE,Postal Corporation of Kenya," 58,000.00 ",9-Feb-2023,
HCDA,11472,11472,TRUE,Lavington Security Limited," 168,000.00 ",9-Feb-2023,
HCDA,11473,11473,TRUE,Vinstar Expess Supplies Limited," 141,500.00 ",9-Feb-2023,
HCDA,11474,11474,TRUE,Clovers Management & Training Consultants Ltd," 216,737.20 ",9-Feb-2023,
HCDA,11475,11475,TRUE,Kipevu Restaurant Ltd," 546,480.00 ",9-Feb-2023,
CC,11476,11476,TRUE,Sarova Stanley Hotel," 168,000.00 ",13-Feb-2023,
CC,11477,11477,TRUE,The Alps Hotel," 175,000.00 ",13-Feb-2023,
CC,11478,11478,TRUE,Paleo Hotel & Spa Limited," 133,000.00 ",13-Feb-2023,RBA/RFQ/CONFERENCE/613/1627/2023
CC,11479,11479,TRUE,Royal Media Services Ltd," 1,144,920.00 ",13-Feb-2023,RBA/RFQ/PUBLICITY/613/1624/2023
CC,11480,11480,TRUE,Rivatex East Africa Ltd," 225,000.00 ",13-Feb-2023,RBA/DP/UNIFORM/613/1625/2023
CC,11481,11481,TRUE,Government Advertising Agency," 212,115.00 ",14-Feb-2023,
Legal,11482,11482,TRUE,Nairobi Serena Hotel," 88,000.00 ",15-Feb-2023,RBA/DP/LUNCHEON/613/15/02/2023
ICT,11483,11483,TRUE,Smoothel & Data Solutions Limited," 30,780.00 ",15-Feb-2023,RBA/LVP/CABLE/613/15/02/2023
MC,11484,11484,TRUE,Falcon Heights Hotel," 120,000.00 ",17-Feb-2023,RBA/RFQ/CONFERENCE/613/1631/2023
MC,11485,11485,TRUE,Twiggs Restaurant Holdings Ltd," 90,000.00 ",17-Feb-2023,RBA/RFQ/CONFERENCE/613/1630/2023
CC,11486,11486,TRUE,West Side Hotel Ltd," 120,000.00 ",17-Feb-2023,RBA/RFQ/CONFERENCE/613/1636/2023
CC,11487,11487,TRUE,Sahara Gardens Limited," 120,000.00 ",17-Feb-2023,RBA/RFQ/CONFERENCE/613/1635/2023
Legal,11488,11488,TRUE,Movenpick Hotel," 253,500.00 ",17-Feb-2023,RBA/DP/CONF/17/02/23
Legal,11489,11489,TRUE,Gladys Wamaitha Advocates," 530,000.00 ",21-Feb-2023,RBA/RFQ/LEGALSERVICES/613/1634/2023
MC,11490,11490,TRUE,Bondo Pride Hotel," 120,000.00 ",9-Feb-2023,RBA/RFQ/CONFERENCE/613/1629/2023
